date,sku_id,opening_stock,stock_received,quantity_sold,returns,adjustments,closing_stock
2026-08-01,P07-S-TEAL,17,0,0,0,0,17
2026-08-01,P07-S-MAROON,19,0,0,0,0,19
2026-08-01,P07-M-MUSTARD,4,0,1,0,0,3
2026-08-01,P07-M-TEAL,5,0,0,0,0,5
2026-08-01,P07-M-MAROON,5,0,1,0,0,4
2026-08-01,P07-L-MUSTARD,21,0,6,0,0,15
2026-08-01,P07-L-TEAL,18,0,1,0,0,17
2026-08-01,P07-L-MAROON,16,0,0,0,0,16
2026-08-01,P07-XL-MUSTARD,21,0,0,0,0,21
2026-08-01,P07-XL-TEAL,17,0,1,0,0,16
2026-08-01,P07-XL-MAROON,19,0,2,0,0,17
2026-08-01,P08-XS-PINK,15,0,0,0,0,15
2026-08-01,P08-XS-BLUE,17,0,0,0,0,17
2026-08-01,P08-XS-GREEN,12,0,1,0,0,11
2026-08-01,P08-S-PINK,13,0,0,0,0,13
2026-08-01,P08-S-BLUE,14,0,0,0,0,14
2026-08-01,P08-S-GREEN,13,0,0,0,0,13
2026-08-01,P08-M-PINK,16,0,0,0,0,16
2026-08-01,P08-M-BLUE,17,0,0,0,0,17
2026-08-01,P08-M-GREEN,12,0,1,0,0,11
2026-08-01,P08-L-PINK,15,0,0,0,0,15
2026-08-01,P08-L-BLUE,17,0,1,0,0,16
2026-08-01,P08-L-GREEN,15,0,1,0,0,14
2026-08-01,P08-XL-PINK,16,0,0,0,0,16
2026-08-01,P08-XL-BLUE,17,0,0,0,0,17
2026-08-01,P08-XL-GREEN,13,0,0,0,0,13
2026-08-01,P09-XS-BLACK,13,0,0,0,0,13
2026-08-01,P09-XS-BEIGE,14,0,0,0,0,14
2026-08-01,P09-XS-NAVY,14,0,0,0,0,14
2026-08-01,P09-S-BLACK,17,0,0,0,0,17
2026-08-01,P09-S-BEIGE,13,0,0,0,0,13
2026-08-01,P09-S-NAVY,16,0,1,0,0,15
2026-08-01,P09-M-BLACK,12,0,3,0,0,9
2026-08-01,P09-M-BEIGE,13,0,3,0,0,10
2026-08-01,P09-M-NAVY,17,0,0,0,0,17
2026-08-01,P09-L-BLACK,15,0,1,0,0,14
2026-08-01,P09-L-BEIGE,13,0,1,0,0,12
2026-08-01,P09-L-NAVY,14,0,0,0,0,14
2026-08-01,P09-XL-BLACK,13,0,0,0,0,13
2026-08-01,P09-XL-BEIGE,16,0,0,0,0,16
2026-08-01,P09-XL-NAVY,11,0,0,0,0,11
2026-08-01,P10-XS-INDIGO,17,0,1,0,0,16
2026-08-01,P10-XS-BLACK,12,0,0,0,0,12
2026-08-01,P10-S-INDIGO,15,0,2,0,0,13
2026-08-01,P10-S-BLACK,16,0,1,0,0,15
2026-08-01,P10-M-INDIGO,14,0,2,0,0,12
2026-08-01,P10-M-BLACK,16,0,1,0,0,15
2026-08-01,P10-L-INDIGO,16,0,7,0,0,9
2026-08-01,P10-L-BLACK,16,0,1,0,0,15
2026-08-01,P10-XL-INDIGO,13,0,0,0,0,13
2026-08-01,P10-XL-BLACK,13,0,0,0,0,13
2026-08-01,P11-XS-WHITE,17,0,0,0,0,17
2026-08-01,P11-XS-LAVENDER,19,0,0,0,0,19
2026-08-01,P11-XS-BLACK,13,0,0,0,0,13
2026-08-01,P11-S-WHITE,16,0,0,0,0,16
2026-08-01,P11-S-LAVENDER,18,0,1,0,0,17
2026-08-01,P11-S-BLACK,14,0,0,0,0,14
2026-08-01,P11-M-WHITE,18,0,4,0,0,14
2026-08-01,P11-M-LAVENDER,18,0,0,0,0,18
2026-08-01,P11-M-BLACK,15,0,4,0,0,11
2026-08-01,P11-L-WHITE,17,0,0,0,0,17
2026-08-01,P11-L-LAVENDER,15,0,0,0,0,15
2026-08-01,P11-L-BLACK,14,0,0,0,0,14
2026-08-01,P12-XS-RED,17,0,0,0,0,17
2026-08-01,P12-XS-BLUE,17,0,2,0,0,15
2026-08-01,P12-XS-WHITE,14,0,1,0,0,13
2026-08-01,P12-S-RED,18,0,0,0,0,18
2026-08-01,P12-S-BLUE,15,0,1,0,0,14
2026-08-01,P12-S-WHITE,14,0,0,0,0,14
2026-08-01,P12-M-RED,15,0,1,0,0,14
2026-08-01,P12-M-BLUE,13,0,0,0,0,13
2026-08-01,P12-M-WHITE,16,0,3,0,0,13
2026-08-01,P12-L-RED,15,0,0,0,0,15
2026-08-01,P12-L-BLUE,14,0,2,0,0,12
2026-08-01,P12-L-WHITE,16,0,1,0,0,15
2026-08-01,P12-XL-RED,13,0,1,0,0,12
2026-08-01,P12-XL-BLUE,14,0,1,0,0,13
2026-08-01,P12-XL-WHITE,14,0,2,0,0,12
2026-08-01,P13-S-WINE,25,0,0,0,0,25
2026-08-01,P13-S-EMERALD,29,0,0,0,0,29
2026-08-01,P13-S-NAVY,24,0,0,0,0,24
2026-08-01,P13-M-WINE,30,0,0,0,0,30
2026-08-01,P13-M-EMERALD,25,0,0,0,0,25
2026-08-01,P13-M-NAVY,29,0,0,0,0,29
2026-08-01,P13-L-WINE,25,0,0,0,0,25
2026-08-01,P13-L-EMERALD,27,0,0,0,0,27
2026-08-01,P13-L-NAVY,24,0,0,0,0,24
2026-08-01,P13-XL-WINE,28,0,0,0,0,28
2026-08-01,P13-XL-EMERALD,27,0,0,0,0,27
2026-08-01,P13-XL-NAVY,28,0,0,0,0,28
2026-08-01,P14-XS-TEAL,15,0,0,0,0,15
2026-08-01,P14-XS-MUSTARD,14,0,0,0,0,14
2026-08-01,P14-XS-MAROON,13,0,0,0,0,13
2026-08-01,P14-S-TEAL,14,0,0,0,0,14
2026-08-01,P14-S-MUSTARD,15,0,0,0,0,15
2026-08-01,P14-S-MAROON,11,0,1,0,0,10
2026-08-01,P14-M-TEAL,10,0,1,0,0,9
2026-08-01,P14-M-MUSTARD,12,0,0,0,0,12
2026-08-01,P14-M-MAROON,13,0,0,0,0,13
2026-08-01,P14-L-TEAL,15,0,1,0,0,14
2026-08-01,P14-L-MUSTARD,11,0,0,0,0,11
2026-08-01,P14-L-MAROON,12,0,1,0,0,11
2026-08-01,P14-XL-TEAL,15,0,0,0,0,15
2026-08-01,P14-XL-MUSTARD,16,0,0,0,0,16
2026-08-01,P14-XL-MAROON,15,0,1,0,0,14
2026-08-01,P15-23Y-YELLOW,12,0,0,0,0,12
2026-08-01,P15-23Y-BLUE,12,0,0,0,0,12
2026-08-01,P15-23Y-RED,17,0,3,0,0,14
2026-08-01,P15-45Y-YELLOW,14,0,0,0,0,14
2026-08-01,P15-45Y-BLUE,18,0,2,0,0,16
2026-08-01,P15-45Y-RED,14,0,1,0,0,13
2026-08-01,P15-67Y-YELLOW,17,0,0,0,0,17
2026-08-01,P15-67Y-BLUE,17,0,1,0,0,16
2026-08-01,P15-67Y-RED,12,0,0,0,0,12
2026-08-01,P15-89Y-YELLOW,12,0,0,0,0,12
2026-08-01,P15-89Y-BLUE,17,0,1,0,0,16
2026-08-01,P15-89Y-RED,13,0,0,0,0,13
2026-08-01,P16-23Y-BLUE,17,0,1,0,0,16
2026-08-01,P16-23Y-BLACK,13,0,1,0,0,12
2026-08-01,P16-45Y-BLUE,13,0,1,0,0,12
2026-08-01,P16-45Y-BLACK,12,0,4,0,0,8
2026-08-01,P16-67Y-BLUE,11,0,1,0,0,10
2026-08-01,P16-67Y-BLACK,17,0,1,0,0,16
2026-08-01,P16-89Y-BLUE,13,0,0,0,0,13
2026-08-01,P16-89Y-BLACK,13,0,0,0,0,13
2026-08-01,P17-23Y-MAROON,13,0,0,0,0,13
2026-08-01,P17-23Y-MUSTARD,15,0,0,0,0,15
2026-08-01,P17-23Y-GREEN,12,0,0,0,0,12
2026-08-01,P17-45Y-MAROON,10,0,0,0,0,10
2026-08-01,P17-45Y-MUSTARD,15,0,1,0,0,14
2026-08-01,P17-45Y-GREEN,13,0,0,0,0,13
2026-08-01,P17-67Y-MAROON,11,0,1,0,0,10
2026-08-01,P17-67Y-MUSTARD,15,0,0,0,0,15
2026-08-01,P17-67Y-GREEN,10,0,0,0,0,10
2026-08-01,P17-89Y-MAROON,12,0,1,0,0,11
2026-08-01,P17-89Y-MUSTARD,11,0,0,0,0,11
2026-08-01,P17-89Y-GREEN,13,0,0,0,0,13
2026-08-01,P18-23Y-PINK,8,0,0,0,0,8
2026-08-01,P18-23Y-PEACH,9,0,0,0,0,9
2026-08-01,P18-23Y-MINT,12,0,0,0,0,12
2026-08-01,P18-45Y-PINK,10,0,0,0,0,10
2026-08-01,P18-45Y-PEACH,11,0,0,0,0,11
2026-08-01,P18-45Y-MINT,13,0,0,0,0,13
2026-08-01,P18-67Y-PINK,13,0,1,0,0,12
2026-08-01,P18-67Y-PEACH,14,0,0,0,0,14
2026-08-01,P18-67Y-MINT,14,0,1,0,0,13
2026-08-01,P18-89Y-PINK,13,0,0,0,0,13
2026-08-01,P18-89Y-PEACH,10,0,0,0,0,10
2026-08-01,P18-89Y-MINT,14,0,0,0,0,14
2026-08-01,P19-23Y-GREY,15,0,0,0,0,15
2026-08-01,P19-23Y-NAVY,15,0,1,0,0,14
2026-08-01,P19-23Y-BLACK,14,0,0,0,0,14
2026-08-01,P19-45Y-GREY,11,0,0,0,0,11
2026-08-01,P19-45Y-NAVY,13,0,0,0,0,13
2026-08-01,P19-45Y-BLACK,14,0,0,0,0,14
2026-08-01,P19-67Y-GREY,14,0,1,0,0,13
2026-08-01,P19-67Y-NAVY,14,0,2,0,0,12
2026-08-01,P19-67Y-BLACK,11,0,0,0,0,11
2026-08-01,P19-89Y-GREY,14,0,0,0,0,14
2026-08-01,P19-89Y-NAVY,11,0,0,0,0,11
2026-08-01,P19-89Y-BLACK,12,0,1,0,0,11
2026-08-01,P20-7-WHITE,16,0,1,0,0,15
2026-08-01,P20-7-BLACK,12,0,0,0,0,12
2026-08-01,P20-7-GREY,10,0,0,0,0,10
2026-08-01,P20-8-WHITE,14,0,1,0,0,13
2026-08-01,P20-8-BLACK,16,0,0,0,0,16
2026-08-01,P20-8-GREY,15,0,1,0,0,14
2026-08-01,P20-9-WHITE,11,0,2,0,0,9
2026-08-01,P20-9-BLACK,16,0,1,0,0,15
2026-08-01,P20-9-GREY,11,0,3,0,0,8
2026-08-01,P20-10-WHITE,16,0,0,0,0,16
2026-08-01,P20-10-BLACK,15,0,0,0,0,15
2026-08-01,P20-10-GREY,12,0,0,0,0,12
2026-08-01,P21-4-TAN,14,0,0,0,0,14
2026-08-01,P21-4-BLACK,11,0,1,0,0,10
2026-08-01,P21-4-GOLD,14,0,0,0,0,14
2026-08-01,P21-5-TAN,10,0,0,0,0,10
2026-08-01,P21-5-BLACK,14,0,2,0,0,12
2026-08-01,P21-5-GOLD,13,0,1,0,0,12
2026-08-01,P21-6-TAN,11,0,1,0,0,10
2026-08-01,P21-6-BLACK,12,0,0,0,0,12
2026-08-01,P21-6-GOLD,12,0,3,0,0,9
2026-08-01,P21-7-TAN,15,0,1,0,0,14
2026-08-01,P21-7-BLACK,11,0,2,0,0,9
2026-08-01,P21-7-GOLD,12,0,0,0,0,12
2026-08-01,P21-8-TAN,16,0,0,0,0,16
2026-08-01,P21-8-BLACK,16,0,2,0,0,14
2026-08-01,P21-8-GOLD,15,0,0,0,0,15
2026-08-01,P22-10C-BLUE,13,0,0,0,0,13
2026-08-01,P22-10C-PINK,12,0,0,0,0,12
2026-08-01,P22-10C-BLACK,12,0,0,0,0,12
2026-08-01,P22-11C-BLUE,12,0,0,0,0,12
2026-08-01,P22-11C-PINK,14,0,1,0,0,13
2026-08-01,P22-11C-BLACK,12,0,0,0,0,12
2026-08-01,P22-12C-BLUE,15,0,0,0,0,15
2026-08-01,P22-12C-PINK,10,0,1,0,0,9
2026-08-01,P22-12C-BLACK,12,0,0,0,0,12
2026-08-01,P22-13C-BLUE,13,0,1,0,0,12
2026-08-01,P22-13C-PINK,13,0,1,0,0,12
2026-08-01,P22-13C-BLACK,12,0,1,0,0,11
2026-08-01,P22-1Y-BLUE,11,0,0,0,0,11
2026-08-01,P22-1Y-PINK,13,0,0,0,0,13
2026-08-01,P22-1Y-BLACK,14,0,1,0,0,13
2026-08-01,P23-7-BLACK,11,0,0,0,0,11
2026-08-01,P23-7-NAVY,10,0,5,0,0,5
2026-08-01,P23-7-GREY,13,0,0,0,0,13
2026-08-01,P23-8-BLACK,13,0,0,0,0,13
2026-08-01,P23-8-NAVY,11,0,3,0,0,8
2026-08-01,P23-8-GREY,12,0,1,0,0,11
2026-08-01,P23-9-BLACK,12,0,0,0,0,12
2026-08-01,P23-9-NAVY,12,0,0,0,0,12
2026-08-01,P23-9-GREY,10,0,1,0,0,9
2026-08-01,P23-10-BLACK,10,0,0,0,0,10
2026-08-01,P23-10-NAVY,12,0,0,0,0,12
2026-08-01,P23-10-GREY,14,0,1,0,0,13
2026-08-01,P24-ONESIZE-BLACK,16,0,1,0,0,15
2026-08-01,P24-ONESIZE-TAN,15,0,0,0,0,15
2026-08-01,P24-ONESIZE-MAROON,14,0,0,0,0,14
2026-08-01,P25-ONESIZE-BLACK,16,0,2,0,0,14
2026-08-01,P25-ONESIZE-PINK,12,0,0,0,0,12
2026-08-01,P25-ONESIZE-BEIGE,11,0,0,0,0,11
2026-08-01,P26-32-BLACK,15,0,0,0,0,15
2026-08-01,P26-32-BROWN,14,0,0,0,0,14
2026-08-01,P26-34-BLACK,14,0,0,0,0,14
2026-08-01,P26-34-BROWN,16,0,0,0,0,16
2026-08-01,P26-36-BLACK,13,0,2,0,0,11
2026-08-01,P26-36-BROWN,14,0,0,0,0,14
2026-08-01,P26-38-BLACK,14,0,2,0,0,12
2026-08-01,P26-38-BROWN,13,0,0,0,0,13
2026-08-01,P27-ONESIZE-BLACK,10,0,2,0,0,8
2026-08-01,P27-ONESIZE-BROWN,10,0,0,0,0,10
2026-08-01,P27-ONESIZE-TAN,11,0,2,0,0,9
2026-08-01,P28-ONESIZE-MULTICOL,12,0,0,0,0,12
2026-08-01,P28-ONESIZE-PINK,14,0,1,0,0,13
2026-08-01,P28-ONESIZE-BLACK,11,0,0,0,0,11
2026-08-01,P29-ONESIZE-BLACK,13,0,0,0,0,13
2026-08-01,P29-ONESIZE-NAVY,13,0,1,0,0,12
2026-08-01,P29-ONESIZE-BEIGE,12,0,0,0,0,12
2026-08-01,P30-ONESIZE-FLORAL,25,0,0,0,0,25
2026-08-01,P30-ONESIZE-MAROON,26,0,1,0,0,25
2026-08-01,P30-ONESIZE-TEAL,24,0,0,0,0,24
2026-08-01,P31-ONESIZE-RED,13,0,0,0,0,13
2026-08-01,P31-ONESIZE-MUSTARD,11,0,1,0,0,10
2026-08-01,P31-ONESIZE-GREEN,14,0,1,0,0,13
2026-08-01,P32-4-BLACK,15,0,2,0,0,13
2026-08-01,P32-4-BEIGE,13,0,2,0,0,11
2026-08-01,P32-4-SILVER,13,0,0,0,0,13
2026-08-01,P32-5-BLACK,14,0,0,0,0,14
2026-08-01,P32-5-BEIGE,13,0,0,0,0,13
2026-08-01,P32-5-SILVER,14,0,2,0,0,12
2026-08-01,P32-6-BLACK,11,0,0,0,0,11
2026-08-01,P32-6-BEIGE,16,0,0,0,0,16
2026-08-01,P32-6-SILVER,15,0,3,0,0,12
2026-08-01,P32-7-BLACK,12,0,2,0,0,10
2026-08-01,P32-7-BEIGE,15,0,0,0,0,15
2026-08-01,P32-7-SILVER,11,0,0,0,0,11
2026-08-01,P32-8-BLACK,16,0,2,0,0,14
2026-08-01,P32-8-BEIGE,11,0,1,0,0,10
2026-08-01,P32-8-SILVER,11,0,1,0,0,10
2026-08-02,P01-S-WHITE,17,0,2,0,0,15
2026-08-02,P01-S-BLACK,17,0,5,0,0,12
2026-08-02,P01-S-NAVY,19,0,0,0,0,19
2026-08-02,P01-S-OLIVE,19,0,3,0,0,16
2026-08-02,P01-M-WHITE,17,0,4,0,0,13
2026-08-02,P01-M-BLACK,14,0,0,0,0,14
2026-08-02,P01-M-NAVY,19,0,3,0,0,16
2026-08-02,P01-M-OLIVE,18,0,1,0,0,17
2026-08-02,P01-L-WHITE,19,0,1,0,0,18
2026-08-02,P01-L-BLACK,18,0,1,0,0,17
2026-08-02,P01-L-NAVY,19,0,3,0,0,16
2026-08-02,P01-L-OLIVE,17,0,0,0,0,17
2026-08-02,P01-XL-WHITE,21,0,0,0,0,21
2026-08-02,P01-XL-BLACK,21,0,1,0,0,20
2026-08-02,P01-XL-NAVY,20,0,0,0,0,20
2026-08-02,P01-XL-OLIVE,20,0,2,0,0,18
2026-08-02,P02-S-NAVY,12,0,0,0,0,12
2026-08-02,P02-S-MAROON,12,0,0,0,0,12
2026-08-02,P02-S-GREY,17,0,0,0,0,17
2026-08-02,P02-M-NAVY,10,0,1,0,0,9
2026-08-02,P02-M-MAROON,13,0,3,0,0,10
2026-08-02,P02-M-GREY,12,0,2,0,0,10
2026-08-02,P02-L-NAVY,15,0,0,0,0,15
2026-08-02,P02-L-MAROON,14,0,0,0,0,14
2026-08-02,P02-L-GREY,10,0,3,0,0,7
2026-08-02,P02-XL-NAVY,16,0,2,0,0,14
2026-08-02,P02-XL-MAROON,10,0,0,0,0,10
2026-08-02,P02-XL-GREY,13,0,0,0,0,13
2026-08-02,P03-30-NAVY,18,0,0,0,0,18
2026-08-02,P03-30-BLACK,15,0,1,0,0,14
2026-08-02,P03-30-LIGHTBLU,18,0,1,0,0,17
2026-08-02,P03-32-NAVY,17,0,0,0,0,17
2026-08-02,P03-32-BLACK,18,0,5,0,0,13
2026-08-02,P03-32-LIGHTBLU,16,0,0,0,0,16
2026-08-02,P03-34-NAVY,14,0,1,0,0,13
2026-08-02,P03-34-BLACK,15,0,1,0,0,14
2026-08-02,P03-34-LIGHTBLU,13,0,0,0,0,13
2026-08-02,P03-36-NAVY,31,0,0,0,0,31
2026-08-02,P03-36-BLACK,31,0,1,0,0,30
2026-08-02,P03-36-LIGHTBLU,30,0,0,0,0,30
2026-08-02,P04-30-BEIGE,12,0,1,0,0,11
2026-08-02,P04-30-OLIVE,14,0,1,0,0,13
2026-08-02,P04-30-NAVY,15,0,1,0,0,14
2026-08-02,P04-32-BEIGE,12,0,1,0,0,11
2026-08-02,P04-32-OLIVE,14,0,0,0,0,14
2026-08-02,P04-32-NAVY,14,0,1,0,0,13
2026-08-02,P04-34-BEIGE,14,0,1,0,0,13
2026-08-02,P04-34-OLIVE,10,0,0,0,0,10
2026-08-02,P04-34-NAVY,14,0,0,0,0,14
2026-08-02,P04-36-BEIGE,11,0,1,0,0,10
2026-08-02,P04-36-OLIVE,11,0,0,0,0,11
2026-08-02,P04-36-NAVY,12,0,2,0,0,10
2026-08-02,P05-S-WHITE,16,0,0,0,0,16
2026-08-02,P05-S-BLUE,16,0,0,0,0,16
2026-08-02,P05-S-GREY,16,0,1,0,0,15
2026-08-02,P05-M-WHITE,12,0,1,0,0,11
2026-08-02,P05-M-BLUE,14,0,2,0,0,12
2026-08-02,P05-M-GREY,12,0,0,0,0,12
2026-08-02,P05-L-WHITE,14,0,2,0,0,12
2026-08-02,P05-L-BLUE,12,0,0,0,0,12
2026-08-02,P05-L-GREY,14,0,0,0,0,14
2026-08-02,P05-XL-WHITE,15,0,0,0,0,15
2026-08-02,P05-XL-BLUE,15,0,0,0,0,15
2026-08-02,P05-XL-GREY,13,0,0,0,0,13
2026-08-02,P06-S-BLACK,16,0,3,0,0,13
2026-08-02,P06-S-WHITE,18,0,0,0,0,18
2026-08-02,P06-S-RED,14,0,1,0,0,13
2026-08-02,P06-M-BLACK,12,0,1,0,0,11
2026-08-02,P06-M-WHITE,12,0,2,0,0,10
2026-08-02,P06-M-RED,11,0,0,0,0,11
2026-08-02,P06-L-BLACK,15,0,2,0,0,13
2026-08-02,P06-L-WHITE,15,0,0,0,0,15
2026-08-02,P06-L-RED,14,0,2,0,0,12
2026-08-02,P06-XL-BLACK,11,0,1,0,0,10
2026-08-02,P06-XL-WHITE,14,0,0,0,0,14
2026-08-02,P06-XL-RED,13,0,0,0,0,13
2026-08-02,P07-XS-MUSTARD,20,0,0,0,0,20
2026-08-02,P07-XS-TEAL,16,0,1,0,0,15
2026-08-02,P07-XS-MAROON,17,0,0,0,0,17
2026-08-02,P07-S-MUSTARD,14,0,0,0,0,14
2026-08-02,P07-S-TEAL,17,0,3,0,0,14
2026-08-02,P07-S-MAROON,19,0,2,0,0,17
2026-08-02,P07-M-MUSTARD,3,0,1,0,0,2
2026-08-02,P07-M-TEAL,5,0,2,0,0,3
2026-08-02,P07-M-MAROON,4,0,3,0,0,1
2026-08-02,P07-L-MUSTARD,15,0,2,0,0,13
2026-08-02,P07-L-TEAL,17,0,0,0,0,17
2026-08-02,P07-L-MAROON,16,0,4,0,0,12
2026-08-02,P07-XL-MUSTARD,21,0,0,0,0,21
2026-08-02,P07-XL-TEAL,16,0,0,0,0,16
2026-08-02,P07-XL-MAROON,17,0,2,0,0,15
2026-08-02,P08-XS-PINK,15,0,0,0,0,15
2026-08-02,P08-XS-BLUE,17,0,1,0,0,16
2026-08-02,P08-XS-GREEN,11,0,0,0,0,11
2026-08-02,P08-S-PINK,13,0,0,0,0,13
2026-08-02,P08-S-BLUE,14,0,0,0,0,14
2026-08-02,P08-S-GREEN,13,0,0,0,0,13
2026-08-02,P08-M-PINK,16,0,2,0,0,14
2026-08-02,P08-M-BLUE,17,0,2,0,0,15
2026-08-02,P08-M-GREEN,11,0,1,0,0,10
2026-08-02,P08-L-PINK,15,0,4,0,0,11
2026-08-02,P08-L-BLUE,16,0,0,0,0,16
2026-08-02,P08-L-GREEN,14,0,1,0,0,13
2026-08-02,P08-XL-PINK,16,0,0,0,0,16
2026-08-02,P08-XL-BLUE,17,0,0,0,0,17
2026-08-02,P08-XL-GREEN,13,0,0,0,0,13
2026-08-02,P09-XS-BLACK,13,0,0,0,0,13
2026-08-02,P09-XS-BEIGE,14,0,0,0,0,14
2026-08-02,P09-XS-NAVY,14,0,0,0,0,14
2026-08-02,P09-S-BLACK,17,0,0,0,0,17
2026-08-02,P09-S-BEIGE,13,0,0,0,0,13
2026-08-02,P09-S-NAVY,15,0,1,0,0,14
2026-08-02,P09-M-BLACK,9,0,1,0,0,8
2026-08-02,P09-M-BEIGE,10,0,1,0,0,9
2026-08-02,P09-M-NAVY,17,0,0,0,0,17
2026-08-02,P09-L-BLACK,14,0,0,0,0,14
2026-08-02,P09-L-BEIGE,12,0,0,0,0,12
2026-08-02,P09-L-NAVY,14,0,1,0,0,13
2026-08-02,P09-XL-BLACK,13,0,1,0,0,12
2026-08-02,P09-XL-BEIGE,16,0,2,0,0,14
2026-08-02,P09-XL-NAVY,11,0,0,0,0,11
2026-08-02,P10-XS-INDIGO,16,0,0,0,0,16
2026-08-02,P10-XS-BLACK,12,0,1,0,0,11
2026-08-02,P10-S-INDIGO,13,0,3,0,0,10
2026-08-02,P10-S-BLACK,15,0,0,0,0,15
2026-08-02,P10-M-INDIGO,12,0,0,0,0,12
2026-08-02,P10-M-BLACK,15,0,3,0,0,12
2026-08-02,P10-L-INDIGO,9,0,1,0,0,8
